1/18/2019,11:57,124.872
1/18/2019,11:58,124.875
1/18/2019,11:59,124.871
1/18/2019,12:00,124.874
1/18/2019,12:01,124.875
1/18/2019,12:02,124.909
1/18/2019,12:03,124.947
1/18/2019,12:04,124.930
1/18/2019,12:05,124.952
1/18/2019,12:06,124.930
1/18/2019,12:07,124.931
1/18/2019,12:08,124.909
1/18/2019,12:09,124.896
1/18/2019,12:10,124.874
1/18/2019,12:11,124.871
1/18/2019,12:12,124.840
1/18/2019,12:13,124.832
1/18/2019,12:14,124.825
1/18/2019,12:15,124.870
1/18/2019,12:16,124.835
1/18/2019,12:17,124.827
1/18/2019,12:18,124.803
1/18/2019,12:19,124.791
1/18/2019,12:20,124.803
1/18/2019,12:21,124.813
1/18/2019,12:22,124.799
1/18/2019,12:23,124.789
1/18/2019,12:24,124.777
1/18/2019,12:25,124.776
1/18/2019,12:26,124.757
1/18/2019,12:27,124.737
1/18/2019,12:28,124.759
1/18/2019,12:29,124.793
1/18/2019,12:30,124.799
1/18/2019,12:31,124.772
1/18/2019,12:32,124.797
1/18/2019,12:33,124.779
1/18/2019,12:34,124.776
1/18/2019,12:35,124.785
1/18/2019,12:36,124.774
1/18/2019,12:37,124.773
1/18/2019,12:38,124.780
1/18/2019,12:39,124.785
1/18/2019,12:40,124.779
1/18/2019,12:41,124.789
1/18/2019,12:42,124.799
1/18/2019,12:43,124.806
1/18/2019,12:44,124.794
1/18/2019,12:45,124.776
1/18/2019,12:46,124.778
1/18/2019,12:47,124.771
1/18/2019,12:48,124.786
1/18/2019,12:49,124.775
1/18/2019,12:50,124.781
1/18/2019,12:51,124.768
1/18/2019,12:52,124.775
1/18/2019,12:53,124.754
1/18/2019,12:54,124.762
1/18/2019,12:55,124.759
1/18/2019,12:56,124.756
1/18/2019,12:57,124.741
1/18/2019,12:58,124.745
1/18/2019,12:59,124.757
1/18/2019,13:00,124.771
1/18/2019,13:01,124.777
1/18/2019,13:02,124.784
1/18/2019,13:03,124.789
1/18/2019,13:04,124.805
1/18/2019,13:05,124.795
1/18/2019,13:06,124.800
1/18/2019,13:07,124.779
1/18/2019,13:08,124.788
1/18/2019,13:09,124.778
1/18/2019,13:10,124.786
1/18/2019,13:11,124.779
1/18/2019,13:12,124.791
1/18/2019,13:13,124.792
1/18/2019,13:14,124.786
1/18/2019,13:15,124.778
1/18/2019,13:16,124.757
1/18/2019,13:17,124.766
1/18/2019,13:18,124.762
1/18/2019,13:19,124.768
1/18/2019,13:20,124.781
1/18/2019,13:21,124.783
1/18/2019,13:22,124.787
1/18/2019,13:23,124.782
1/18/2019,13:24,124.779
1/18/2019,13:25,124.781
1/18/2019,13:26,124.791
1/18/2019,13:27,124.794
1/18/2019,13:28,124.803
1/18/2019,13:29,124.830
1/18/2019,13:30,124.838
1/18/2019,13:31,124.833
1/18/2019,13:32,124.831
1/18/2019,13:33,124.838
1/18/2019,13:34,124.837
1/18/2019,13:35,124.847
1/18/2019,13:36,124.838
1/18/2019,13:37,124.854
1/18/2019,13:38,124.863
1/18/2019,13:39,124.863
1/18/2019,13:40,124.868
1/18/2019,13:41,124.866
1/18/2019,13:42,124.880
1/18/2019,13:43,124.866
1/18/2019,13:44,124.870
1/18/2019,13:45,124.870
1/18/2019,13:46,124.863
1/18/2019,13:47,124.858
1/18/2019,13:48,124.863
1/18/2019,13:49,124.861
1/18/2019,13:50,124.871
1/18/2019,13:51,124.844
1/18/2019,13:52,124.845
1/18/2019,13:53,124.854
1/18/2019,13:54,124.870
1/18/2019,13:55,124.876
1/18/2019,13:56,124.867
1/18/2019,13:57,124.875
1/18/2019,13:58,124.885
1/18/2019,13:59,124.871
1/18/2019,14:00,124.878
1/18/2019,14:01,124.880
1/18/2019,14:02,124.876
1/18/2019,14:03,124.865
1/18/2019,14:04,124.849
1/18/2019,14:05,124.866
1/18/2019,14:06,124.874
1/18/2019,14:07,124.871
1/18/2019,14:08,124.885
1/18/2019,14:09,124.896
