1/18/2019,10:50,124.752
1/18/2019,10:51,124.734
1/18/2019,10:52,124.739
1/18/2019,10:53,124.747
1/18/2019,10:54,124.753
1/18/2019,10:55,124.764
1/18/2019,10:56,124.762
1/18/2019,10:57,124.747
1/18/2019,10:58,124.762
1/18/2019,10:59,124.757
1/18/2019,11:00,124.753
1/18/2019,11:01,124.751
1/18/2019,11:02,124.737
1/18/2019,11:03,124.738
1/18/2019,11:04,124.747
1/18/2019,11:05,124.749
1/18/2019,11:06,124.759
1/18/2019,11:07,124.788
1/18/2019,11:08,124.788
1/18/2019,11:09,124.787
1/18/2019,11:10,124.801
1/18/2019,11:11,124.797
1/18/2019,11:12,124.792
1/18/2019,11:13,124.792
1/18/2019,11:14,124.779
1/18/2019,11:15,124.797
1/18/2019,11:16,124.796
1/18/2019,11:17,124.819
1/18/2019,11:18,124.826
1/18/2019,11:19,124.821
1/18/2019,11:20,124.823
1/18/2019,11:21,124.841
1/18/2019,11:22,124.837
1/18/2019,11:23,124.849
1/18/2019,11:24,124.862
1/18/2019,11:25,124.825
1/18/2019,11:26,124.827
1/18/2019,11:27,124.839
1/18/2019,11:28,124.839
1/18/2019,11:29,124.826
1/18/2019,11:30,124.847
1/18/2019,11:31,124.845
1/18/2019,11:32,124.854
1/18/2019,11:33,124.857
1/18/2019,11:34,124.851
1/18/2019,11:35,124.868
1/18/2019,11:36,124.866
1/18/2019,11:37,124.852
1/18/2019,11:38,124.858
1/18/2019,11:39,124.871
1/18/2019,11:40,124.877
1/18/2019,11:41,124.881
1/18/2019,11:42,124.881
1/18/2019,11:43,124.866
1/18/2019,11:44,124.865
1/18/2019,11:45,124.860
1/18/2019,11:46,124.852
1/18/2019,11:47,124.848
1/18/2019,11:48,124.857
1/18/2019,11:49,124.866
1/18/2019,11:50,124.870
1/18/2019,11:51,124.879
1/18/2019,11:52,124.872
1/18/2019,11:53,124.868
1/18/2019,11:54,124.863
1/18/2019,11:55,124.868
1/18/2019,11:56,124.866
